Sexo,Edad,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Hombres,108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00
Hombres,109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mujeres,0,47298.00,47686.00,48026.00,48233.00,48256.00,48088.00,47747.00,47101.00,46446.00,45827.00,45243.00,45205.00,45721.00,46261.00,46780.00,47296.00,47796.00,48289.00,48784.00,49287.00,49711.00,48837.00,47987.00,47010.00,45972.00,44840.00,43577.00,43221.00,42866.00,42489.00,42182.00,41555.00,40899.00,40242.00,39640.00,39075.00,38446.00,38341.00,38332.00,38376.00,38387.00,38321.00,38231.00,38061.00,37928.00,37745.00,37460.00
Mujeres,1,43720.00,44236.00,44709.00,45086.00,45333.00,45403.00,45289.00,45008.00,44443.00,43892.00,43371.00,43420.00,44051.00,44726.00,45392.00,46032.00,46663.00,47275.00,47879.00,48492.00,49078.00,48265.00,47526.00,46796.00,45926.00,44978.00,43996.00,43742.00,43398.00,42999.00,42695.00,41999.00,41321.00,40645.00,39952.00,39333.00,38773.00,38706.00,38657.00,38685.00,38733.00,38621.00,38500.00,38324.00,38217.00,38066.00,37876.00
Mujeres,2,41335.00,41865.00,42401.00,42866.00,43241.00,43494.00,43580.00,43488.00,43232.00,42712.00,42197.00,42271.00,42941.00,43648.00,44377.00,45096.00,45789.00,46475.00,47143.00,47809.00,48486.00,47833.00,47113.00,46495.00,45864.00,45101.00,44301.00,44242.00,43997.00,43608.00,43258.00,42464.00,41751.00,41080.00,40392.00,39697.00,39113.00,39156.00,39113.00,39055.00,39059.00,38990.00,38824.00,38648.00,38506.00,38377.00,38216.00
Mujeres,3,39337.00,39852.00,40402.00,40919.00,41369.00,41734.00,41984.00,42071.00,41983.00,41743.00,41243.00,41323.00,42008.00,42720.00,43455.00,44210.00,44956.00,45676.00,46389.00,47089.00,47787.00,47283.00,46722.00,46130.00,45613.00,45099.00,44483.00,44512.00,44463.00,44185.00,43833.00,42939.00,42158.00,41472.00,40810.00,40132.00,39492.00,39497.00,39547.00,39474.00,39376.00,39296.00,39171.00,38960.00,38799.00,38631.00,38487.00
Mujeres,4,37568.00,38053.00,38581.00,39108.00,39605.00,40042.00,40395.00,40635.00,40716.00,40631.00,40394.00,40486.00,41167.00,41871.00,42593.00,43337.00,44101.00,44855.00,45584.00,46308.00,47018.00,46624.00,46213.00,45782.00,45294.00,44901.00,44530.00,44643.00,44684.00,44612.00,44362.00,43441.00,42582.00,41840.00,41180.00,40534.00,39921.00,39828.00,39832.00,39847.00,39731.00,39591.00,39447.00,39281.00,39069.00,38879.00,38690.00
Mujeres,5,35945.00,36414.00,36905.00,37411.00,37916.00,38399.00,38818.00,39156.00,39385.00,39459.00,39368.00,39708.00,40386.00,41068.00,41769.00,42488.00,43226.00,43986.00,44735.00,45458.00,46176.00,45904.00,45604.00,45322.00,44993.00,44633.00,44379.00,44629.00,44757.00,44784.00,44739.00,43913.00,43041.00,42229.00,41523.00,40881.00,40306.00,40183.00,40087.00,40056.00,40030.00,39918.00,39706.00,39521.00,39338.00,39097.00,38879.00
Mujeres,6,34428.00,34893.00,35363.00,35831.00,36314.00,36804.00,37267.00,37668.00,37990.00,38205.00,38266.00,38733.00,39637.00,40304.00,40973.00,41660.00,42363.00,43088.00,43832.00,44563.00,45268.00,45125.00,44945.00,44772.00,44588.00,44387.00,44162.00,44420.00,44687.00,44809.00,44862.00,44242.00,43475.00,42657.00,41889.00,41204.00,40639.00,40490.00,40367.00,40241.00,40174.00,40188.00,39993.00,39738.00,39527.00,39313.00,39038.00
Mujeres,7,32992.00,33454.00,33918.00,34366.00,34813.00,35280.00,35749.00,36192.00,36574.00,36879.00,37076.00,37671.00,38676.00,39560.00,40205.00,40852.00,41515.00,42195.00,42895.00,43611.00,44315.00,44288.00,44235.00,44177.00,44098.00,44039.00,43965.00,44148.00,44426.00,44693.00,44840.00,44329.00,43775.00,43067.00,42299.00,41557.00,40954.00,40751.00,40605.00,40458.00,40300.00,40299.00,40217.00,39978.00,39691.00,39449.00,39199.00
Mujeres,8,31607.00,32090.00,32550.00,32992.00,33418.00,33849.00,34295.00,34743.00,35165.00,35528.00,35812.00,36513.00,37618.00,38595.00,39449.00,40065.00,40680.00,41313.00,41961.00,42626.00,43306.00,43409.00,43467.00,43529.00,43560.00,43601.00,43661.00,43896.00,44101.00,44384.00,44676.00,44275.00,43835.00,43342.00,42688.00,41950.00,41295.00,40987.00,40790.00,40627.00,40453.00,40382.00,40273.00,40147.00,39874.00,39557.00,39280.00
Mujeres,9,30265.00,30781.00,31259.00,31697.00,32117.00,32527.00,32937.00,33362.00,33789.00,34190.00,34529.00,35286.00,36464.00,37533.00,38472.00,39288.00,39864.00,40441.00,41035.00,41639.00,42260.00,42471.00,42651.00,42815.00,42958.00,43100.00,43250.00,43527.00,43787.00,44003.00,44311.00,44076.00,43753.00,43378.00,42942.00,42321.00,41674.00,41248.00,40950.00,40741.00,40556.00,40485.00,40294.00,40141.00,39982.00,39677.00,39326.00
Mujeres,10,28962.00,29518.00,30027.00,30483.00,30899.00,31301.00,31690.00,32079.00,32483.00,32887.00,33263.00,34041.00,35238.00,36373.00,37395.00,38288.00,39055.00,39585.00,40115.00,40656.00,41209.00,41487.00,41766.00,42040.00,42275.00,42519.00,42758.00,43043.00,43346.00,43619.00,43859.00,43668.00,43516.00,43260.00,42947.00,42548.00,42021.00,41538.00,41125.00,40823.00,40597.00,40528.00,40324.00,40089.00,39904.00,39711.00,39374.00
Mujeres,11,27671.00,28270.00,28818.00,29304.00,29737.00,30134.00,30516.00,30885.00,31253.00,31635.00,32013.00,32793.00,33976.00,35126.00,36210.00,37180.00,38019.00,38733.00,39210.00,39684.00,40169.00,40499.00,40832.00,41190.00,41521.00,41842.00,42166.00,42471.00,42784.00,43105.00,43404.00,43174.00,43069.00,42985.00,42793.00,42516.00,42210.00,41784.00,41322.00,40913.00,40602.00,40500.00,40284.00,40038.00,39772.00,39552.00,39327.00
Mujeres,12,26384.00,27011.00,27599.00,28123.00,28586.00,29000.00,29377.00,29738.00,30086.00,30433.00,30789.00,31539.00,32692.00,33827.00,34925.00,35956.00,36872.00,37656.00,38315.00,38737.00,39154.00,39524.00,39894.00,40289.00,40687.00,41087.00,41470.00,41808.00,42141.00,42475.00,42821.00,42676.00,42533.00,42493.00,42469.00,42310.00,42123.00,41864.00,41470.00,41021.00,40618.00,40430.00,40170.00,39914.00,39638.00,39339.00,39088.00
Mujeres,13,25103.00,25739.00,26354.00,26917.00,27416.00,27859.00,28252.00,28608.00,28949.00,29275.00,29597.00,30296.00,31390.00,32498.00,33584.00,34631.00,35610.00,36473.00,37204.00,37807.00,38176.00,38565.00,38956.00,39369.00,39785.00,40233.00,40674.00,41036.00,41404.00,41761.00,42120.00,42047.00,41986.00,41907.00,41922.00,41924.00,41851.00,41674.00,41459.00,41087.00,40658.00,40366.00,40011.00,39714.00,39432.00,39125.00,38798.00
Mujeres,14,23847.00,24470.00,25093.00,25681.00,26217.00,26694.00,27114.00,27485.00,27820.00,28139.00,28440.00,29079.00,30096.00,31149.00,32210.00,33248.00,34245.00,35173.00,35984.00,36662.00,37213.00,37615.00,38004.00,38419.00,38831.00,39280.00,39747.00,40152.00,40545.00,40937.00,41319.00,41282.00,41296.00,41295.00,41268.00,41301.00,41385.00,41301.00,41181.00,40997.00,40656.00,40317.00,39856.00,39472.00,39155.00,38846.00,38518.00
Mujeres,15,22628.00,23224.00,23832.00,24425.00,24984.00,25495.00,25948.00,26344.00,26692.00,27004.00,27296.00,27892.00,28828.00,29807.00,30816.00,31832.00,32822.00,33770.00,34648.00,35408.00,36034.00,36651.00,37031.00,37426.00,37815.00,38245.00,38692.00,39123.00,39558.00,39977.00,40391.00,40392.00,40452.00,40524.00,40575.00,40554.00,40673.00,40743.00,40731.00,40655.00,40510.00,40230.00,39722.00,39239.00,38844.00,38506.00,38183.00
Mujeres,16,21437.00,22014.00,22593.00,23170.00,23732.00,24263.00,24746.00,25173.00,25544.00,25867.00,26152.00,26719.00,27595.00,28496.00,29434.00,30400.00,31370.00,32314.00,33214.00,34041.00,34750.00,35453.00,36024.00,36393.00,36740.00,37136.00,37543.00,37969.00,38432.00,38895.00,39330.00,39363.00,39478.00,39596.00,39719.00,39759.00,39835.00,39949.00,40103.00,40153.00,40122.00,40002.00,39559.00,39039.00,38557.00,38148.00,37807.00
Mujeres,17,20280.00,20843.00,21402.00,21948.00,22492.00,23025.00,23525.00,23980.00,24379.00,24723.00,25017.00,25559.00,26392.00,27236.00,28100.00,28999.00,29922.00,30848.00,31747.00,32599.00,33376.00,34150.00,34790.00,35330.00,35635.00,35978.00,36332.00,36746.00,37203.00,37697.00,38168.00,38209.00,38374.00,38546.00,38717.00,38812.00,38956.00,39045.00,39258.00,39491.00,39590.00,39550.00,39276.00,38826.00,38317.00,37829.00,37428.00
Mujeres,18,19175.00,19714.00,20257.00,20783.00,21296.00,21810.00,22310.00,22781.00,23206.00,23576.00,23887.00,24425.00,25223.00,26028.00,26839.00,27668.00,28528.00,29412.00,30297.00,31150.00,31956.00,32772.00,33473.00,34066.00,34528.00,34818.00,35104.00,35502.00,35945.00,36437.00,36928.00,36987.00,37175.00,37394.00,37617.00,37745.00,37950.00,38128.00,38327.00,38631.00,38914.00,38969.00,38789.00,38512.00,38083.00,37574.00,37105.00
Mujeres,19,18138.00,18647.00,19166.00,19675.00,20168.00,20651.00,21133.00,21602.00,22041.00,22435.00,22770.00,23315.00,24102.00,24876.00,25652.00,26433.00,27228.00,28055.00,28903.00,29748.00,30561.00,31367.00,32107.00,32746.00,33255.00,33686.00,33907.00,34282.00,34704.00,35183.00,35662.00,35728.00,35941.00,36179.00,36448.00,36619.00,36858.00,37117.00,37409.00,37706.00,38060.00,38266.00,38197.00,38018.00,37768.00,37342.00,36861.00
Mujeres,20,17448.00,17654.00,18142.00,18628.00,19105.00,19568.00,20020.00,20471.00,20909.00,21315.00,21672.00,22232.00,23021.00,23788.00,24539.00,25290.00,26042.00,26811.00,27608.00,28423.00,29233.00,30002.00,30734.00,31400.00,31955.00,32420.00,32770.00,33129.00,33522.00,33977.00,34435.00,34486.00,34705.00,34961.00,35247.00,35459.00,35737.00,36049.00,36422.00,36808.00,37156.00,37405.00,37506.00,37441.00,37295.00,37049.00,36657.00
Mujeres,21,16682.00,17003.00,17196.00,17653.00,18108.00,18557.00,18989.00,19411.00,19831.00,20235.00,20604.00,21181.00,21982.00,22755.00,23503.00,24233.00,24962.00,25693.00,26438.00,27209.00,27996.00,28715.00,29413.00,30064.00,30648.00,31148.00,31525.00,32060.00,32429.00,32850.00,33278.00,33319.00,33517.00,33771.00,34071.00,34301.00,34613.00,34979.00,35400.00,35859.00,36294.00,36513.00,36678.00,36782.00,36756.00,36616.00,36407.00
Mujeres,22,15999.00,16278.00,16584.00,16754.00,17182.00,17610.00,18030.00,18434.00,18826.00,19213.00,19581.00,20165.00,20980.00,21770.00,22528.00,23260.00,23973.00,24685.00,25399.00,26123.00,26872.00,27519.00,28171.00,28786.00,29361.00,29881.00,30291.00,30902.00,31434.00,31824.00,32213.00,32246.00,32420.00,32647.00,32941.00,33189.00,33507.00,33921.00,34390.00,34886.00,35389.00,35676.00,35832.00,36002.00,36148.00,36128.00,36028.00
Mujeres,23,15400.00,15635.00,15900.00,16182.00,16331.00,16734.00,17136.00,17528.00,17903.00,18265.00,18616.00,19197.00,20018.00,20825.00,21603.00,22349.00,23068.00,23768.00,24467.00,25165.00,25873.00,26434.00,27021.00,27590.00,28136.00,28642.00,29074.00,29760.00,30358.00,30901.00,31256.00,31280.00,31432.00,31629.00,31891.00,32137.00,32461.00,32895.00,33403.00,33934.00,34471.00,34810.00,35054.00,35217.00,35432.00,35583.00,35603.00
Mujeres,24,14868.00,15069.00,15292.00,15535.00,15794.00,15928.00,16306.00,16682.00,17048.00,17394.00,17722.00,18285.00,19102.00,19918.00,20716.00,21485.00,22221.00,22930.00,23621.00,24308.00,24993.00,25470.00,25977.00,26484.00,26991.00,27466.00,27889.00,28633.00,29300.00,29900.00,30402.00,30428.00,30554.00,30723.00,30949.00,31169.00,31481.00,31932.00,32450.00,33007.00,33574.00,33936.00,34253.00,34503.00,34713.00,34934.00,35124.00
Mujeres,25,14401.00,14563.00,14754.00,14957.00,15181.00,15423.00,15540.00,15896.00,16248.00,16587.00,16903.00,17441.00,18238.00,19051.00,19861.00,20652.00,21413.00,22142.00,22844.00,23525.00,24202.00,24617.00,25047.00,25480.00,25933.00,26372.00,26771.00,27535.00,28255.00,28917.00,29475.00,29683.00,29795.00,29932.00,30125.00,30314.00,30590.00,31039.00,31563.00,32119.00,32707.00,33094.00,33452.00,33772.00,34068.00,34285.00,34543.00
Mujeres,26,13963.00,14118.00,14270.00,14445.00,14632.00,14842.00,15067.00,15170.00,15504.00,15832.00,16144.00,16668.00,17437.00,18232.00,19040.00,19844.00,20629.00,21384.00,22107.00,22800.00,23473.00,23848.00,24223.00,24585.00,24973.00,25361.00,25731.00,26492.00,27229.00,27939.00,28559.00,28861.00,29136.00,29254.00,29411.00,29571.00,29808.00,30229.00,30743.00,31295.00,31877.00,32284.00,32683.00,33042.00,33408.00,33709.00,33961.00
Mujeres,27,13578.00,13694.00,13842.00,13981.00,14142.00,14318.00,14514.00,14724.00,14814.00,15129.00,15433.00,15949.00,16698.00,17466.00,18257.00,19061.00,19860.00,20640.00,21389.00,22104.00,22790.00,23138.00,23479.00,23794.00,24118.00,24447.00,24776.00,25522.00,26255.00,26979.00,27647.00,28046.00,28400.00,28674.00,28805.00,28933.00,29131.00,29523.00,30001.00,30533.00,31108.00,31512.00,31944.00,32341.00,32744.00,33111.00,33443.00
Mujeres,28,13268.00,13316.00,13428.00,13565.00,13693.00,13847.00,14012.00,14197.00,14395.00,14474.00,14768.00,15272.00,16007.00,16755.00,17520.00,18307.00,19106.00,19901.00,20675.00,21417.00,22125.00,22470.00,22790.00,23078.00,23362.00,23635.00,23913.00,24623.00,25341.00,26058.00,26742.00,27224.00,27662.00,28011.00,28291.00,28396.00,28555.00,28917.00,29356.00,29846.00,30396.00,30798.00,31237.00,31666.00,32104.00,32505.00,32900.00
Mujeres,29,12915.00,13010.00,13058.00,13161.00,13290.00,13413.00,13559.00,13716.00,13892.00,14079.00,14147.00,14634.00,15348.00,16082.00,16828.00,17589.00,18372.00,19168.00,19958.00,20726.00,21461.00,21821.00,22142.00,22415.00,22679.00,22917.00,23146.00,23805.00,24486.00,25188.00,25868.00,26395.00,26906.00,27336.00,27686.00,27941.00,28072.00,28401.00,28803.00,29248.00,29751.00,30136.00,30582.00,31015.00,31480.00,31913.00,32337.00
Mujeres,30,12549.00,12658.00,12753.00,12795.00,12893.00,13020.00,13139.00,13279.00,13430.00,13598.00,13776.00,14033.00,14721.00,15435.00,16167.00,16910.00,17669.00,18449.00,19241.00,20024.00,20786.00,21172.00,21512.00,21792.00,22045.00,22267.00,22468.00,23072.00,23704.00,24370.00,25038.00,25588.00,26137.00,26637.00,27064.00,27390.00,27663.00,27970.00,28332.00,28734.00,29187.00,29534.00,29971.00,30409.00,30875.00,31333.00,31785.00
Mujeres,31,12191.00,12293.00,12404.00,12495.00,12535.00,12634.00,12758.00,12874.00,13012.00,13159.00,13322.00,13680.00,14128.00,14817.00,15529.00,16259.00,17000.00,17756.00,18533.00,19319.00,20097.00,20514.00,20882.00,21185.00,21448.00,21663.00,21854.00,22420.00,23000.00,23616.00,24252.00,24812.00,25377.00,25914.00,26408.00,26813.00,27152.00,27605.00,27937.00,28293.00,28699.00,29008.00,29412.00,29837.00,30303.00,30760.00,31232.00
Mujeres,32,11857.00,11938.00,12043.00,12151.00,12241.00,12285.00,12384.00,12508.00,12625.00,12761.00,12906.00,13240.00,13780.00,14228.00,14914.00,15626.00,16354.00,17093.00,17846.00,18618.00,19400.00,19840.00,20241.00,20575.00,20863.00,21091.00,21278.00,21824.00,22368.00,22933.00,23524.00,24070.00,24640.00,25194.00,25723.00,26196.00,26609.00,27128.00,27599.00,27920.00,28276.00,28550.00,28919.00,29309.00,29760.00,30215.00,30681.00
Mujeres,33,11534.00,11604.00,11690.00,11795.00,11903.00,11998.00,12046.00,12147.00,12273.00,12392.00,12529.00,12836.00,13341.00,13881.00,14326.00,15013.00,15723.00,16451.00,17188.00,17937.00,18706.00,19158.00,19584.00,19953.00,20273.00,20527.00,20730.00,21261.00,21786.00,22319.00,22863.00,23377.00,23930.00,24487.00,25031.00,25540.00,26017.00,26609.00,27141.00,27596.00,27913.00,28153.00,28488.00,28841.00,29253.00,29690.00,30150.00
Mujeres,34,11222.00,11285.00,11361.00,11449.00,11555.00,11670.00,11768.00,11820.00,11926.00,12055.00,12176.00,12467.00,12933.00,13439.00,13978.00,14422.00,15109.00,15819.00,16546.00,17281.00,18028.00,18477.00,18915.00,19310.00,19665.00,19952.00,20182.00,20719.00,21234.00,21750.00,22266.00,22743.00,23261.00,23801.00,24348.00,24873.00,25384.00,26036.00,26635.00,27148.00,27596.00,27813.00,28114.00,28430.00,28801.00,29196.00,29633.00
Mujeres,35,10924.00,10975.00,11046.00,11125.00,11216.00,11330.00,11449.00,11553.00,11612.00,11723.00,11857.00,12122.00,12560.00,13027.00,13532.00,14072.00,14515.00,15203.00,15913.00,16639.00,17372.00,17809.00,18245.00,18654.00,19035.00,19358.00,19623.00,20179.00,20702.00,21209.00,21712.00,22166.00,22645.00,23151.00,23680.00,24210.00,24734.00,25414.00,26069.00,26647.00,27149.00,27516.00,27791.00,28070.00,28400.00,28752.00,29143.00
Mujeres,36,10628.00,10681.00,10741.00,10815.00,10899.00,10998.00,11118.00,11242.00,11353.00,11419.00,11537.00,11804.00,12205.00,12645.00,13113.00,13619.00,14159.00,14603.00,15292.00,16002.00,16728.00,17161.00,17585.00,17993.00,18389.00,18739.00,19039.00,19622.00,20167.00,20685.00,21183.00,21627.00,22082.00,22549.00,23044.00,23558.00,24086.00,24772.00,25451.00,26084.00,26648.00,27088.00,27507.00,27758.00,28045.00,28354.00,28696.00
Mujeres,37,10331.00,10390.00,10451.00,10516.00,10595.00,10688.00,10794.00,10919.00,11051.00,11168.00,11242.00,11483.00,11877.00,12281.00,12722.00,13192.00,13700.00,14243.00,14689.00,15379.00,16091.00,16524.00,16944.00,17342.00,17736.00,18101.00,18428.00,19041.00,19616.00,20157.00,20668.00,21108.00,21552.00,21996.00,22453.00,22934.00,23446.00,24126.00,24809.00,25465.00,26084.00,26604.00,27090.00,27482.00,27737.00,28001.00,28295.00
Mujeres,38,10035.00,10099.00,10167.00,10233.00,10303.00,10391.00,10490.00,10602.00,10734.00,10873.00,10998.00,11187.00,11545.00,11943.00,12349.00,12793.00,13266.00,13778.00,14324.00,14772.00,15465.00,15893.00,16313.00,16708.00,17092.00,17457.00,17800.00,18434.00,19039.00,19611.00,20147.00,20600.00,21039.00,21473.00,21908.00,22353.00,22833.00,23486.00,24162.00,24822.00,25463.00,26055.00,26613.00,27068.00,27461.00,27689.00,27934.00
Mujeres,39,9720.00,9810.00,9883.00,9955.00,10027.00,10106.00,10201.00,10306.00,10425.00,10564.00,10709.00,10941.00,11239.00,11602.00,12002.00,12413.00,12860.00,13339.00,13856.00,14406.00,14857.00,15272.00,15686.00,16083.00,16464.00,16819.00,17163.00,17806.00,18434.00,19037.00,19605.00,20083.00,20536.00,20967.00,21393.00,21819.00,22263.00,22873.00,23521.00,24174.00,24819.00,25448.00,26067.00,26592.00,27044.00,27406.00,27613.00
Mujeres,40,9374.00,9504.00,9602.00,9679.00,9756.00,9836.00,9921.00,10021.00,10133.00,10259.00,10403.00,10648.00,10982.00,11286.00,11653.00,12059.00,12474.00,12928.00,13413.00,13935.00,14492.00,14668.00,15070.00,15462.00,15845.00,16199.00,16534.00,17171.00,17808.00,18433.00,19033.00,19543.00,20021.00,20467.00,20892.00,21311.00,21736.00,22299.00,22904.00,23530.00,24169.00,24815.00,25462.00,26047.00,26567.00,26987.00,27324.00
Mujeres,41,8994.00,9171.00,9306.00,9408.00,9488.00,9573.00,9658.00,9749.00,9855.00,9972.00,10103.00,10340.00,10682.00,11022.00,11331.00,11705.00,12117.00,12540.00,13002.00,13493.00,14024.00,14305.00,14472.00,14852.00,15230.00,15587.00,15921.00,16542.00,17173.00,17808.00,18431.00,18974.00,19484.00,19957.00,20397.00,20816.00,21235.00,21768.00,22326.00,22910.00,23523.00,24175.00,24828.00,25440.00,26017.00,26503.00,26896.00
Mujeres,42,8693.00,8803.00,8984.00,9122.00,9225.00,9313.00,9402.00,9491.00,9587.00,9698.00,9819.00,10037.00,10367.00,10716.00,11063.00,11379.00,11760.00,12181.00,12613.00,13083.00,13583.00,13839.00,14110.00,14259.00,14627.00,14980.00,15317.00,15929.00,16545.00,17173.00,17806.00,18374.00,18917.00,19422.00,19889.00,20325.00,20744.00,21261.00,21790.00,22330.00,22903.00,23537.00,24185.00,24804.00,25407.00,25951.00,26408.00
Mujeres,43,8325.00,8513.00,8628.00,8809.00,8947.00,9057.00,9148.00,9240.00,9334.00,9434.00,9547.00,9753.00,10060.00,10398.00,10753.00,11108.00,11432.00,11821.00,12252.00,12692.00,13172.00,13398.00,13644.00,13898.00,14039.00,14384.00,14719.00,15326.00,15933.00,16546.00,17172.00,17752.00,18319.00,18858.00,19358.00,19821.00,20256.00,20764.00,21279.00,21792.00,22323.00,22924.00,23544.00,24158.00,24767.00,25337.00,25851.00
Mujeres,44,8046.00,8158.00,8347.00,8463.00,8643.00,8787.00,8898.00,8991.00,9087.00,9183.00,9285.00,9479.00,9771.00,10086.00,10431.00,10794.00,11157.00,11490.00,11889.00,12328.00,12779.00,12985.00,13203.00,13435.00,13680.00,13804.00,14133.00,14728.00,15330.00,15933.00,16543.00,17120.00,17699.00,18262.00,18795.00,19291.00,19753.00,20271.00,20778.00,21279.00,21786.00,22348.00,22925.00,23513.00,24116.00,24693.00,25233.00
Mujeres,45,7779.00,7889.00,8004.00,8192.00,8307.00,8491.00,8634.00,8747.00,8842.00,8939.00,9036.00,9216.00,9496.00,9796.00,10117.00,10470.00,10841.00,11214.00,11556.00,11964.00,12413.00,12591.00,12792.00,12998.00,13222.00,13451.00,13565.00,14142.00,14732.00,15330.00,15932.00,16495.00,17070.00,17644.00,18200.00,18730.00,19224.00,19765.00,20283.00,20780.00,21277.00,21815.00,22345.00,22890.00,23468.00,24041.00,24588.00
Mujeres,46,7510.00,7631.00,7743.00,7856.00,8042.00,8161.00,8343.00,8485.00,8599.00,8695.00,8792.00,8966.00,9229.00,9517.00,9823.00,10152.00,10513.00,10894.00,11275.00,11626.00,12044.00,12224.00,12398.00,12588.00,12790.00,13001.00,13221.00,13572.00,14145.00,14731.00,15327.00,15883.00,16444.00,17013.00,17580.00,18133.00,18658.00,19230.00,19773.00,20284.00,20779.00,21305.00,21803.00,22302.00,22839.00,23387.00,23931.00
Mujeres,47,7245.00,7370.00,7491.00,7602.00,7713.00,7901.00,8018.00,8198.00,8340.00,8452.00,8547.00,8720.00,8977.00,9248.00,9542.00,9856.00,10193.00,10563.00,10953.00,11343.00,11703.00,11855.00,12033.00,12199.00,12386.00,12576.00,12781.00,13225.00,13573.00,14142.00,14727.00,15279.00,15832.00,16387.00,16949.00,17511.00,18058.00,18662.00,19236.00,19774.00,20284.00,20805.00,21285.00,21754.00,22246.00,22755.00,23275.00
Mujeres,48,6982.00,7113.00,7237.00,7356.00,7464.00,7578.00,7762.00,7877.00,8055.00,8195.00,8305.00,8475.00,8730.00,8995.00,9272.00,9573.00,9893.00,10239.00,10617.00,11016.00,11415.00,11514.00,11666.00,11838.00,12003.00,12182.00,12368.00,12783.00,13224.00,13569.00,14137.00,14679.00,15228.00,15774.00,16322.00,16879.00,17436.00,18062.00,18668.00,19237.00,19773.00,20306.00,20774.00,21227.00,21689.00,22155.00,22637.00
Mujeres,49,6724.00,6856.00,6985.00,7107.00,7223.00,7333.00,7444.00,7624.00,7738.00,7912.00,8048.00,8233.00,8486.00,8748.00,9018.00,9302.00,9608.00,9937.00,10291.00,10676.00,11083.00,11227.00,11328.00,11476.00,11648.00,11806.00,11983.00,12366.00,12778.00,13217.00,13561.00,14087.00,14626.00,15169.00,15708.00,16251.00,16802.00,17438.00,18066.00,18667.00,19235.00,19789.00,20265.00,20709.00,21156.00,21595.00,22036.00
Mujeres,50,6475.00,6602.00,6732.00,6858.00,6977.00,7094.00,7201.00,7309.00,7486.00,7597.00,7766.00,7976.00,8243.00,8503.00,8770.00,9045.00,9334.00,9648.00,9984.00,10344.00,10737.00,10897.00,11043.00,11143.00,11292.00,11459.00,11617.00,11977.00,12358.00,12769.00,13208.00,13511.00,14034.00,14567.00,15102.00,15638.00,16175.00,16804.00,17440.00,18062.00,18660.00,19243.00,19738.00,20190.00,20629.00,21056.00,21471.00
Mujeres,51,6243.00,6357.00,6482.00,6609.00,6731.00,6850.00,6964.00,7068.00,7174.00,7346.00,7453.00,7695.00,7987.00,8260.00,8523.00,8796.00,9076.00,9372.00,9692.00,10034.00,10400.00,10556.00,10718.00,10862.00,10965.00,11110.00,11277.00,11606.00,11965.00,12345.00,12758.00,13156.00,13456.00,13974.00,14500.00,15032.00,15563.00,16175.00,16803.00,17432.00,18049.00,18663.00,19184.00,19656.00,20105.00,20524.00,20927.00
Mujeres,52,6033.00,6127.00,6239.00,6360.00,6483.00,6606.00,6722.00,6833.00,6934.00,7037.00,7204.00,7384.00,7707.00,8004.00,8280.00,8548.00,8824.00,9110.00,9411.00,9736.00,10082.00,10221.00,10379.00,10540.00,10687.00,10788.00,10935.00,11260.00,11589.00,11949.00,12333.00,12704.00,13099.00,13397.00,13908.00,14432.00,14960.00,15560.00,16170.00,16789.00,17412.00,18045.00,18594.00,19093.00,19562.00,19992.00,20389.00
Mujeres,53,5847.00,5918.00,6011.00,6119.00,6236.00,6360.00,6480.00,6592.00,6700.00,6799.00,6898.00,7136.00,7395.00,7723.00,8022.00,8302.00,8572.00,8853.00,9144.00,9448.00,9776.00,9906.00,10048.00,10206.00,10370.00,10515.00,10619.00,10914.00,11240.00,11572.00,11936.00,12277.00,12647.00,13039.00,13333.00,13843.00,14363.00,14955.00,15550.00,16149.00,16761.00,17402.00,17969.00,18496.00,18993.00,19445.00,19853.00
Mujeres,54,5689.00,5734.00,5803.00,5892.00,5996.00,6115.00,6235.00,6351.00,6461.00,6565.00,6659.00,6829.00,7145.00,7408.00,7737.00,8040.00,8321.00,8595.00,8879.00,9172.00,9478.00,9601.00,9735.00,9878.00,10039.00,10202.00,10350.00,10593.00,10892.00,11223.00,11561.00,11881.00,12221.00,12588.00,12976.00,13270.00,13778.00,14352.00,14937.00,15522.00,16112.00,16745.00,17318.00,17864.00,18388.00,18867.00,19296.00
